Publication.Type,Authors,Author Full Names,Title,Source Title,Keywords,Keywords Plus,Abstract,Publication.Date,Publication.Year,Volume,Issue,Start Page,End Page,Article Number,DOI,DOI Link,Early Access Date,Web of Science Record
J,"Wilson, EC; Zuckerberg, B; Peery, MZ; Pauli, JN","Wilson, Evan C.; Zuckerberg, Benjamin; Peery, M. Zachariah; Pauli, Jonathan N.",Experimental repatriation of snowshoe hares along a southern range boundary reveals historical community interactions,ECOLOGICAL MONOGRAPHS,apparent competition; biotic interactions; camouflage mismatch; climate change; porcupine; predator-prey; range limits; ruffed grouse,APPARENT COMPETITION; CLIMATE-CHANGE; BIOTIC INTERACTIONS; BODY CONDITION; PREDATION; POPULATION; PREY; DYNAMICS; FOOD; CONSEQUENCES,"Climate change is altering interspecific interactions globally, yet community-level responses are difficult to predict due to both the direct and indirect effects of changing abiotic and biotic conditions. Snowshoe hares (Lepus americanus) are particularly vulnerable to decreasing snow cover and resultant camouflage mismatch. This species shares a suite of predators with alternative prey species including porcupines (Erethizon dorsatum) and ruffed grouse (Bonasa umbellus), and all three species historically exhibited synchronized population dynamics. Recently, the community has become partially disassembled, notably with the loss of snowshoe hares and associated enemy-mediated indirect interactions resulting from declining snow duration. Specifically, we hypothesized that the extirpation of hares in the early 1990s indirectly increased predation pressure on ruffed grouse and porcupines. To test our hypothesis, we experimentally translocated 96 snowshoe hares to a site within a regional ecotone between northern and southern forests where snowshoe hares were recently extirpated and monitored community members before, during, and after translocation. Ruffed grouse were only loosely associated with the biotic interactions that linked porcupines and snowshoe hares, likely due to predation occurring from avian predators and strong negative direct effects of declining winter snow depths. In contrast, predation of neonate porcupines was virtually non-existent following repatriation, compared with periods without hares. This abrupt attenuation of predation did not increase overall survival due to increased non-predation mortality from cold, early spring weather. Porcupines directly benefited from warming winters: decreased snow cover increased adult survival and warmer temperatures around parturition increased maternal condition and reduced non-predation causes of mortality for neonates. Our experimental manipulation suggests that enemy-mediated indirect interactions were likely to be important features of this community; however, climate change has disrupted these interactions, resulting in extirpation of a central prey species (snowshoe hare) and increased predation of an alternative prey species (porcupine). We show complex effects from climate change with some species directly and negatively affected, while others benefited from direct effects of warming winters, but suffered negative effects from indirect interactions. Due to absent snowshoe hares and associated biotic interactions, continued persistence of this community module is unlikely, potentially resulting in altered no-analog communities along trailing edge distributions.",AUG,2022,92,3,,,e1509,10.1002/ecm.1509,http://dx.doi.org/10.1002/ecm.1509,APR 2022,View Full Record in Web of Science
J,"Knudsen, E; Lindén, A; Both, C; Jonzén, N; Pulido, F; Saino, N; Sutherland, WJ; Bach, LA; Coppack, T; Ergon, T; Gienapp, P; Gill, JA; Gordo, O; Hedenströom, A; Lehikoinen, E; Marra, PP; Moller, AP; Nilsson, ALK; Péron, G; Ranta, E; Rubolini, D; Sparks, TH; Spina, F; Studds, CE; Sæther, SA; Tryjanowski, P; Stenseth, NC","Knudsen, Endre; Linden, Andreas; Both, Christiaan; Jonzen, Niclas; Pulido, Francisco; Saino, Nicola; Sutherland, William J.; Bach, Lars A.; Coppack, Timothy; Ergon, Torbjorn; Gienapp, Phillip; Gill, Jennifer A.; Gordo, Oscar; Hedenstrom, Anders; Lehikoinen, Esa; Marra, Peter P.; Moller, Anders P.; Nilsson, Anna L. K.; Peron, Guillaume; Ranta, Esa; Rubolini, Diego; Sparks, Tim H.; Spina, Fernando; Studds, Colin E.; Saether, Stein A.; Tryjanowski, Piotr; Stenseth, Nils Chr.",Challenging claims in the study of migratory birds and climate change,BIOLOGICAL REVIEWS,bird migration; climate change; phenology; annual life cycle; match-mismatch; endogenous control; phenotypic plasticity; microevolutionary change; population trends; integrative biology,NORTH-ATLANTIC OSCILLATION; SPRING ARRIVAL DATES; LONG-TERM TRENDS; STORKS CICONIA-CICONIA; POPULATION DECLINES; NATURAL-SELECTION; DISTANCE MIGRANT; ENVIRONMENTAL-CONDITIONS; PHOTOPERIODIC RESPONSE; PHENOLOGICAL RESPONSE,"Recent shifts in phenology in response to climate change are well established but often poorly understood. Many animals integrate climate change across a spatially and temporally dispersed annual life cycle, and effects are modulated by ecological interactions, evolutionary change and endogenous control mechanisms. Here we assess and discuss key statements emerging from the rapidly developing study of changing spring phenology in migratory birds. These well-studied organisms have been instrumental for understanding climate-change effects, but research is developing rapidly and there is a need to attack the big issues rather than risking affirmative science. Although we agree poorly on the support for most claims, agreement regarding the knowledge basis enables consensus regarding broad patterns and likely causes. Empirical data needed for disentangling mechanisms are still scarce, and consequences at a population level and on community composition remain unclear. With increasing knowledge, the overall support ('consensus view') for a claim increased and between-researcher variability in support ('expert opinions') decreased, indicating the importance of assessing and communicating the knowledge basis. A proper integration across biological disciplines seems essential for the field's transition from affirming patterns to understanding mechanisms and making robust predictions regarding future consequences of shifting phenologies.",NOV,2011,86,4,928,946,,10.1111/j.1469-185X.2011.00179.x,http://dx.doi.org/10.1111/j.1469-185X.2011.00179.x,,View Full Record in Web of Science
J,"DIETZ, MW; DAAN, S; MASMAN, D","DIETZ, MW; DAAN, S; MASMAN, D",ENERGY-REQUIREMENTS FOR MOLT IN THE KESTREL FALCO-TINNUNCULUS,PHYSIOLOGICAL ZOOLOGY,,WHITE-CROWNED SPARROW; AMINO-ACID CONCENTRATION; ECOLOGICAL ENERGETICS; EXPENDITURE; NUTRITION,"We estimated energy requirements for plumage replacement in the kestrel (Falco tinnunculus) by comparing O2 consumption Vo2 and metabolizable energy intake during molt and nonmolt. The energy expenditure for feather synthesis (S) as derived from the regression of basal metabolic rate (BMR) on molt intensity was 104 kJ. (g dry feathers)-1. As derived from the regression of the resting metabolic rate of nonfasting birds at night (RMR) on molt intensity, S was 108 kJ . g-1, and statistically indistinguisbable from the BMR estimate. During the first part of molt the coefficient of temperature dependence of the standard metabolic rate below thermoneutrality (SMR) increased from 0.050 to 0.070 W. degrees-C-1. The metabolizable energy required for maintenance (M.) increased with increasing body mass. The M. in males was higher than in females of the same body mass. The M. during molt was higher than during nonmolt episodes. The estimate for the cost of feather synthesis based on this difference was S = 117 kJ. g-1. The cost of feather synthesis in the kestrel is thus much lower than values reported for three passerines (230-835 kJ . g-1). This difference in efficiency may be related to diet (carnivorous vs. granivorous birds) or body mass.",NOV-DEC,1992,65,6,1217,1235,,10.1086/physzool.65.6.30158276,http://dx.doi.org/10.1086/physzool.65.6.30158276,,View Full Record in Web of Science
J,"Szemán, K; Végvári, Z; Gori, S; Kapocsi, I; Székely, T; Manning, JA","Szeman, Karola; Vegvari, Zsolt; Gori, Szilvia; Kapocsi, Istvan; Szekely, Tamas; Manning, Jeffrey A.",Harem size should be measured by more than the sum of its parts: Phenology-based measurements reveal joint effects of intrinsic and extrinsic factors on a polygamous herbivore under non-stationary climatic conditions,ECOLOGY AND EVOLUTION,harem size; phenology; polygynous; Przewalski horse; reserve; wild horse,DEPENDENT REPRODUCTIVE EFFORT; ADULT SEX-RATIO; DOMINANCE RELATIONSHIPS; MATING SYSTEMS; FERAL HORSES; MATE CHOICE; LONG-TERM; AGE; SUCCESS; EVOLUTION,"Social behaviour is thought to be a major component of survival, reproduction, and resilience of populations. Thus, it is a key component in management and conservation of wild populations. In polygynous breeding species, group size influences the reproductive success of males and females, and hence it is essential to understand the environmental and demographic factors that shape the phenology of group size within populations. Here, we investigate harem size and its determinants using a 15-year dataset of annual harem size phenology-based metrics from a reintroduced population of wild Przewalski horses in Hortobagy National Park, Hungary. From the initial reintroduction of 21 animals in 1997, the population grew to 174 animals in 2012. During that same period, the number of harems increased from three to 23. Despite the 8-fold increase in population size, harem sizes remained stable, and variability among harems within years decreased. The annual phenological cycle of harem size was not consistent over the 15-year period, and the associated annual phenology-based metrics varied differently over the years. The best predictors of our phenology-based harem size metrics were adult sex ratio, annual adult mortality and annual mean number of harems, with some evidence that mean age of harem stallions and drought severity were contributing factors. Our findings reveal that complex interactions between demography, climate, and harem size can emerge in social animals. Taken together, our results demonstrate that intrinsic population processes can regulate group size even in the presence of non-stationary climatic conditions during periods of growth in human-introduced, semi-free ranging animal populations.",FEB,2024,14,2,,,e10865,10.1002/ece3.10865,http://dx.doi.org/10.1002/ece3.10865,,View Full Record in Web of Science
J,"Coppack, T; Both, C","Coppack, T; Both, C",Predicting life-cycle adaptation of migratory birds to global climate change,ARDEA,Ficedula hypoleuca; biological rhythms; climate change; migration; moult; photoperiod; reproduction,LONG-TERM TRENDS; REPRODUCTIVE SUCCESS; SPRING MIGRATION; AUTUMN MIGRATION; PIED FLYCATCHERS; ARRIVAL DATE; HERITABILITY; PHENOLOGY; TIME; CONSTRAINT,"Analyses of long-term data indicate that human-caused climatic changes are affecting bird phenology in directions consistent with theoretical predictions. Here, we report on recent trends in the timing of spring arrival and egg laying found within a western European Pied Flycatcher Ficedula hypoleuca population. Mean egg laying date has advanced over the past 20 years in this population. The advancement in egg laying date was stronger than the advancement of spring arrival, suggesting that Pied Flycatchers are changing these stages of their annual cycle at different rates. It could be shown that selection for earlier breeding had increased. Hence, the observed adjustment in laying date did not match the advancement of spring. Our findings raise general questions about the adaptability of migratory birds to rapid environmental changes. Adaptive advancement of reproduction in response to increasing spring temperatures and to the concomitant advancement of food supply could be held back, because annual breeding and migration cycles are controlled primarily by endogenous rhythms and photoperiodic cues which do not relate to temperature. Migrants may have several options for arriving earlier on the breeding grounds, including an increase in migration speed, earlier departure from the wintering area or a shortening of migration distance. Changes in migratory behaviour could be accomplished either by phenotypic plasticity or by selection on different genotypes. Although descriptive field data provide compelling evidence for changes in, and possible constraints on, the timing of breeding and migration, their explanatory power in predicting the limits of adaptation remains restricted. We review recent experimental approaches, which explicitly test the relative roles of genetic versus environmental factors in the adaptation of life-cycle timing to global environmental changes.",,2002,90,3,369,378,,,,,View Full Record in Web of Science
J,"GAIDUK, VE","GAIDUK, VE",RHYTHMS OF MOLTS IN ANIMALS WITH SEASONAL DIMORPHISM OF HAIR COVER COLOR,ZHURNAL OBSHCHEI BIOLOGII,,,"The molts of animals with depigmented and pigmented hair cover (blue hare, European hare, ermine, weasel, Arctic fox) during different seasons are due to external (photoperiod, temperature, snow cover) and intrapopulation (age and sex composition of populations, physiological state, etc.) factors. Temperature is the main factor of changes of the hair cover. The molts of these animals proceeded within species specific ranges of temperature. Molting in animals with distinct seasonal dimorphism of fur color were timed to the period of disappearance or formation of the stable snow cover.",,1983,44,2,269,279,,,,,View Full Record in Web of Science
J,"Ye, DC; Ding, XN; Pang, S; Gan, YT; Li, ZC; Gan, QF; Fang, SM","Ye, Dingcheng; Ding, Xiaoning; Pang, Shuo; Gan, Yating; Li, Zhechen; Gan, Qianfu; Fang, Shaoming","Seasonal Variations in Production Performance, Health Status, and Gut Microbiota of Meat Rabbit Reared in Semi-Confined Conditions",ANIMALS,seasonal variations; meat rabbit; production performance; gut microbiota; health status; semi-confined conditions,TRAITS,"Simple Summary Due to the fact that rabbit meat possesses high levels of proteins and polyunsaturated fatty acids with low contents of fat and cholesterol that can meet the urgent demand for a healthy diet in modern life, the meat rabbit industry in China has been rapidly developed in recent years. However, rabbits are more sensitive to seasonal changes owing to their specific physiological characteristics, such as few sweat glands, thick coats of fur, high metabolic rate, and high growth rate. In this study, we investigated the variations in productivity, health status, and gut microbiota of meat rabbits reared in semi-confined conditions between summer and winter. In the summer season, the relative high ambient temperature and humidity could trigger disturbance of the gut microbiome, potential heat stress, reduced antioxidant defense, and increased inflammation risk, which consequently deteriorated production performance. In the winter season, changes in energy demand, photoperiod, and feeding pattern should be regarded as important factors that affect the productivity of meat rabbits. Based on our findings, we not only proposed several realistic strategies to alleviate the unfavorable influences of seasonal alterations on the productivity and well-being of meat rabbits but also pointed out the future directions for this study of molecular mechanisms in adaptation physiology.Abstract In this study, we investigated the variations in production performance, health status, and gut microbiota of meat rabbits raised in the semi-confined barn during summer and winter. Compared to summer, rabbits reared in winter possessed significantly higher slaughter weight and carcass weight. Rabbits fed in the summer were more vulnerable to different stressors, which led to increased protein levels of HSP90, IL-1 alpha, IL-1 beta, IL-2, and concentrations of MDA, but declined GSH and SOD activities. Additionally, significant differences in gut microbial communities were observed. Compared to the winter, rabbits fed in the summer had significantly lower and higher alpha and beta diversity. Both Firmicutes and Verrucomicrobiota were the dominant phyla, and they accounted for greater proportions in the winter than in the summer. At lower microbial taxa levels, several seasonal differentially enriched microbes were identified, such as Akkermansia muciniphila, the Oscillospiraceae NK4A214 group, the Christensenellaceae R-7 group, Alistipes, and Muribaculaceae. Functional capacities linked to microbial proliferation, nutrient metabolism, and environmental adaptive responses exhibited significantly different abundances between summer and winter. Moreover, strong interactions among different indicators were presented. Based on our findings, we not only proposed several potential strategies to ameliorate the undesirable effects of seasonal changes on the productivity and health of meat rabbits but also underscored the directions for future mechanistic studies of adaptation physiology.",JAN,2024,14,1,,,113,10.3390/ani14010113,http://dx.doi.org/10.3390/ani14010113,,View Full Record in Web of Science
J,"Both, C; van Asch, M; Bijlsma, RG; van den Burg, AB; Visser, ME","Both, Christiaan; van Asch, Margriet; Bijlsma, Rob G.; van den Burg, Arnold B.; Visser, Marcel E.",Climate change and unequal phenological changes across four trophic levels: constraints or adaptations?,JOURNAL OF ANIMAL ECOLOGY,Accipiter nisus; breeding date; budburst; Cyanistes caeruleus; Ficedula hypoleuca; Parus ater; Parus major; phenology; Quercus robus; timing,LONG-DISTANCE MIGRANT; TIT PARUS-MAJOR; GREAT TITS; LAYING DATES; WINTER MOTH; SEASONAL-CHANGES; PIED FLYCATCHER; ARRIVAL-TIME; CLUTCH SIZE; FOOD,"Climate change has been shown to affect the phenology of many organisms, but interestingly these shifts are often unequal across trophic levels, causing a mismatch between the phenology of organisms and their food. We consider two alternative hypotheses: consumers are constrained to adjust sufficiently to the lower trophic level, or prey species react more strongly than their predators to reduce predation. We discuss both hypotheses with our analyses of changes in phenology across four trophic levels: tree budburst, peak biomass of herbivorous caterpillars, breeding phenology of four insectivorous bird species and an avian predator. In our long-term study, we show that between 1988 and 2005, budburst advanced (not significantly) with 0.17 d yr(-1), while between 1985 and 2005 both caterpillars (0.75 d year(-1)) and the hatching date of the passerine species (range for four species: 0.36-0.50 d year(-1)) have advanced, whereas raptor hatching dates showed no trend. The caterpillar peak date was closely correlated with budburst date, as were the passerine hatching dates with the peak caterpillar biomass date. In all these cases, however, the slopes were significantly less than unity, showing that the response of the consumers is weaker than that of their food. This was also true for the avian predator, for which hatching dates were not correlated with the peak availability of fledgling passerines. As a result, the match between food demand and availability deteriorated over time for both the passerines and the avian predators. These results could equally well be explained by consumers' insufficient responses as a consequence of constraints in adapting to climate change, or by them trying to escape predation from a higher trophic level, or both. Selection on phenology could thus be both from matches of phenology with higher and lower levels, and quantifying these can shed new light on why some organisms do adjust their phenology to climate change, while others do not.",JAN,2009,78,1,73,83,,10.1111/j.1365-2656.2008.01458.x,http://dx.doi.org/10.1111/j.1365-2656.2008.01458.x,,View Full Record in Web of Science
J,"GAIDUK, VE","GAIDUK, VE",FACTORS DETERMINING TIME OF MOLT AND PIGMENTATION OF HAIR COVER IN LEPUS-EUROPAEUS,ZOOLOGICHESKY ZHURNAL,,,The molt and pigmentation of hair cover was studied in the European hare [L. europaeus hibridus] during 1964-1976. The spring molt occurred usually under an increase of the light cycle from 11 h 30 min to 16 h 40 min and the autumnal decrease from 14 h 30 min to 8 h 30 min. In spring the molt occurred at the mean decade temperature from -2.degree. to 15.degree. C and in autumn from 16.degree. to 0.degree. C. Every body region molted normally at a definite temperature range. The degree of hair cover whitening in the European hare in different parts of its range depended on duration of the period with stable snow cover and on thermal regime.,,1978,57,6,911,916,,,,,View Full Record in Web of Science
J,"Jiang, D; Mulero, G; Bonfil, DJ; Helman, D","Jiang, Duo; Mulero, Gabriel; Bonfil, David J.; Helman, David",Early or late? The role of genotype phenology in determining wheat response to drought under future high atmospheric CO2 levels,PLANT CELL AND ENVIRONMENT,CO2; cultivar; drought; genotype phenology; wheat; yield,ELEVATED CARBON-DIOXIDE; SOIL-WATER CONTENT; RISING CO2; PHOTOSYNTHETIC ACCLIMATION; PROTEIN-CONCENTRATION; INCREASING CO2; GRAIN-YIELD; TRADE-OFFS; GROWTH; TRANSPIRATION,"The combination of a future rise in atmospheric carbon dioxide concentration ([CO2]) and drought will significantly impact wheat production and quality. Genotype phenology is likely to play an essential role in such an effect. Yet, its response to elevated [CO2] and drought has not been studied before. Here we conducted a temperature-controlled glasshouse [CO2] enrichment experiment in which two wheat cultivars with differing maturity timings and life cycle lengths were grown under ambient (aCO(2) approximately 400 mu mol mol(-1)) and elevated (eCO(2) approximately 550 mu mol mol(-1)) [CO2]. The two cultivars, bred under dry and warm Mediterranean conditions, were well-watered or exposed to drought at 40% pot holding capacity. We aimed to explore water x [CO2] x genotype interaction in terms of phenology, physiology, and agronomic trait response. Our results show that eCO(2) had a significant effect on plants grown under drought. eCO(2) boosted the booting stage of the late-maturing genotype (cv. Ruta), thereby prolonging its booting-to-anthesis period by approximately 3 days (p < 0.05) while unaffecting the phenological timing of the early-maturing genotype (cv. Zahir). The prolonged period resulted in a much higher carbon assimilation rate, particularly during pre-anthesis (+87% for Ruta vs. +22% for Zahir under eCO(2)). Surprisingly, there was no eCO(2) effect on transpiration rate and grain protein content in both cultivars and under both water conditions. The higher photosynthesis (and transpiration efficiency) of Ruta was not translated into higher aboveground biomass or grain yield, whereas both cultivars showed a similar increase of approximately 20% in these two traits at eCO(2) under drought. Overall, Zahir, the cultivar that responded the least to eCO(2,) had a more efficient source-to-sink balance with a lower sink limitation than Ruta. The complex water x [CO2] x genotype interaction found in this study implies that future projections should account for multifactor interactive effects in modeling wheat response to future climate.",DEC,2022,45,12,3445,3461,,10.1111/pce.14430,http://dx.doi.org/10.1111/pce.14430,SEP 2022,View Full Record in Web of Science
J,"Vézina, F; Gustowska, A; Jalvingh, KM; Chastel, O; Piersma, T","Vezina, Francois; Gustowska, Anna; Jalvingh, Kirsten M.; Chastel, Olivier; Piersma, Theunis",Hormonal Correlates and Thermoregulatory Consequences of Molting on Metabolic Rate in a Northerly Wintering Shorebird,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,,WHITE-CROWNED SPARROWS; KNOTS CALIDRIS-CANUTUS; DISTANCE MIGRANT SHOREBIRD; THYROID-HORMONES; ENERGY-EXPENDITURE; RED KNOTS; THERMAL CONDUCTANCE; SEASONAL ACCLIMATIZATION; OXYGEN-CONSUMPTION; FOOD-INTAKE,"Even though molt involves both endocrine and energetic changes in bird bodies, this study is among the first to combine assessments of energy costs together with thyroid hormone variations in molting birds. Individual shorebirds (red knots Calidris canutus islandica) were measured while in full summer and winter plumage as well as during peak of molt. Molt was associated with a 9.8% increase in average mass-independent basal metabolic rate (BMR) above nonmolting levels. Individual plasma levels of thyroxine (T-4) were correlated with individual rate of body feather renewal, confirming that T-4 is related to body molt but also showing that it is potentially regulating its rate. Across seasons, mass-independent average heat loss measured as conductance gradually declined with conductance during molt falling between measured values for summer and winter. During the molting period, however, body molting rate was positively correlated with thermal conductance, indicating that for a given ambient temperature below thermoneutrality, the fastest molting birds were losing more body heat. Across seasons, triiodothyronine (T-3), a hormone typically upregulated in response to a cold stimulus, was correlated with individual thermal conductance and BMR. We suggest that the increased heat loss of fast-molting birds leads to a cold-acclimatization response that may be partly responsible for the elevated BMR measured during molt. This could be mediated through a stimulatory effect of T-3 on BMR in response to increased heat loss. Our interpretation is supported by a positive relationship between the individual changes in conductance and the change in BMR from summer to the molting period.",MAR-APR,2009,82,2,129,142,,10.1086/596512,http://dx.doi.org/10.1086/596512,,View Full Record in Web of Science
J,"Medeiros, JGS; Biasi, LA; de Bona, CM; Cuquel, FL","Sousa Medeiros, Jose Gilberto; Biasi, Luiz Antonio; de Bona, Claudine Maria; Cuquel, Francine Lorena","Phenology, production and quality of blueberry produced in humid subtropical climate",REVISTA BRASILEIRA DE FRUTICULTURA,Vaccinium sp.; small fruits; fruit set,RABBITEYE BLUEBERRY; ANTIOXIDANT; GENOTYPE; HIGHBUSH,"Studies on adaptation to the cultivation site are necessary for the recommendation of new cultivars. The aim of this study was to evaluate the phenological development, productivity and fruit quality of eight blueberry cultivars from the rabbiteye group (Aliceblue, Bluebelle, Bluegem, Briteblue, Climax, Delite, Powderblue and Woodard) and two from the highbush group (Georgiagem and O'Neal) under humid subtropical conditions in the 2012/2013, 2013/2014 and 2014/2015 cycles. Beginning and end of flowering, beginning and end of harvesting, fruit set, production, mass, diameter, pH, content of soluble solids, titratable acidity, ratio and coloring were evaluated. The evaluated cultivars presented flowering in the period from July to September, concentrating harvest in the months of November and December. The highest fruit set was observed in Delite, Climax, Briteblue and Powderblue cultivars. There were differences among cultivars regarding fruit mass, size, pH, content of soluble solids and acidity. The results showed that the cultivars exhibited blue color with few variations over the evaluation years. Cultivars with the best productive performance under humid subtropical climate conditions are Bluegem, Delite, Climax and Powderblue.",,2018,40,3,,,e-520,10.1590/0100-29452018520,http://dx.doi.org/10.1590/0100-29452018520,,View Full Record in Web of Science
J,"Kirk, AK; Isaacs, R","Kirk, Anna K.; Isaacs, Rufus",Predicting Flower Phenology and Viability of Highbush Blueberry,HORTSCIENCE,Vaccinium corymbosum; base temperature; growing degree-day; bloom period,RABBITEYE BLUEBERRY; FRUIT PRODUCTION; BLOOM DATE; POLLINATION; YIELD; REQUIREMENTS; TEMPERATURES; IRRIGATION; QUALITY; HARVEST,"To maximize yield of pollination-dependent agricultural crops, farmers must ensure that sufficient pollinators are present when flowers are open and viable. We characterized and compared the lower development threshold temperature, bloom phenology, and flower viability of five common cultivars of highbush blueberry (Vaccinium corymbosum L.) to enable prediction of when flowers would be available for pollination. Threshold temperatures of all cultivars were found to be very similar and range between 7 and 8 degrees C. Logistic regression was used to characterize bloom phenology for all cultivars under field and greenhouse conditions. Bloom phenology under greenhouse conditions was delayed approximate to 100 growing degree-days when compared with field conditions. Average flower viability was determined daily from first flower opening until 5 days after flower opening for each cultivar. Results indicated declining flower viability with increasing flower age with most flowers unsuitable for pollination more than 4 days after opening. Implications of these results for planning pollination of highbush blueberry fields are discussed.",SEP,2012,47,9,1291,1296,,10.21273/HORTSCI.47.9.1291,http://dx.doi.org/10.21273/HORTSCI.47.9.1291,,View Full Record in Web of Science
J,"Both, C; Artemyev, AV; Blaauw, B; Cowie, RJ; Dekhuijzen, AJ; Eeva, T; Enemar, A; Gustafsson, L; Ivankina, EV; Järvinen, A; Metcalfe, NB; Nyholm, NEI; Potti, J; Ravussin, PA; Sanz, JJ; Silverin, B; Slater, FM; Sokolov, LV; Török, J; Winkel, W; Wright, J; Zang, H; Visser, ME","Both, C; Artemyev, AV; Blaauw, B; Cowie, RJ; Dekhuijzen, AJ; Eeva, T; Enemar, A; Gustafsson, L; Ivankina, EV; Järvinen, A; Metcalfe, NB; Nyholm, NEI; Potti, J; Ravussin, PA; Sanz, JJ; Silverin, B; Slater, FM; Sokolov, LV; Török, J; Winkel, W; Wright, J; Zang, H; Visser, ME",Large-scale geographical variation confirms that climate change causes birds to lay earlier,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,life history; laying date; clutch size; climate change; Ficedula hypoleuca; Ficedula albicollis,CLUTCH SIZE; DATE; RESPONSES,"Advances in the phenology of organisms are often attributed to climate change, but alternatively, may reflect a publication bias towards advances and may be caused by environmental factors unrelated to climate change. Both factors are investigated using the breeding dates of 25 long-term studied populations of Ficedula flycatchers across Europe. Trends in spring temperature varied markedly between study sites, and across populations the advancement of laying date was stronger in areas where the spring temperatures increased more, giving support to the theory that climate change causally affects breeding date advancement.",AUG 22,2004,271,1549,1657,1662,,10.1098/rspb.2004.2770,http://dx.doi.org/10.1098/rspb.2004.2770,,View Full Record in Web of Science
J,"Burt, DM; Roloff, GJ; Etter, DR","Burt, D. M.; Roloff, G. J.; Etter, D. R.",Climate factors related to localized changes in snowshoe hare (Lepus americanus) occupancy,CANADIAN JOURNAL OF ZOOLOGY,climate change; Lepus americanus; occupancy; snowshoe hare; southern range boundary,ECOLOGICAL KNOWLEDGE; POPULATION-DYNAMICS; CAMOUFLAGE MISMATCH; HABITAT USE; RED DEER; CONSERVATION; WEATHER; MAMMALS; FOREST; PARAMETERS,"Information on climate that influences snowshoe hares (Lepus americanus Erxleben, 1777) can inform adaptation strategies. We identified climate factors correlated with localized changes in occupancy of snowshoe hares in Michigan, USA. A change in occupancy occurred if a site (similar to 7.5 ha) knowingly occupied by hares sometime in the past became unoccupied. We used local ecological knowledge to map sites where hares historically occurred and to assign a year of last-known occupancy. At 134 historically occupied sites, we conducted snow track surveys in 2013 to determine current occupancy status. We identified climate variables having relevance to hare population demographics and modeled the likelihood that those variables influenced current occupancy status. The top-ranking model included maximum temperature from 15 May to 19 January; as maximum temperature increased, the likelihood of a site becoming unoccupied increased. The second-ranked model included total number of days with measurable snow on the ground; as days with snow on the ground decreased, the likelihood of a site becoming unoccupied increased. Our data indicated that site occupancy status of hares can be described by climate variables and that the southern edge of snowshoe hare distribution in Michigan shifted northward by similar to 45 km over the last 20 years.",JAN,2017,95,1,15,22,,10.1139/cjz-2016-0180,http://dx.doi.org/10.1139/cjz-2016-0180,,View Full Record in Web of Science
J,"Piersma, T; Brugge, M; Spaans, B; Battley, PF","Piersma, Theunis; Brugge, Maarten; Spaans, Bernard; Battley, Phil F.","Endogenous circannual rhythmicity in body mass, molt, and plumage of Great Knots (Calidris tenuirostris)",AUK,calidris tenuirostris; circannual rhythms; Great Knot; modularity; phenotype; photoperiod; seasonality; shorebirds,BASAL METABOLIC-RATE; ENDOCRINE CONTROL; LIFE-CYCLE; MIGRANT; FLIGHT,"Four Great Knots (Calidris tenuirostris) were kept for six years in a constant-temperature indoor aviary. For two of those six years, they were kept under photoperiodic conditions that mimicked natural changes in daylength for wild birds, followed by four years under a constant photoperiod (light:dark cycle 12:12 h). Under cyclical natural photoperiods, three of the four birds maintained cycles of body mass and contour and flight-feather molt somewhat comparable to that of free-living birds, though the multiple mass peaks characteristic of northward migration were replaced by a single period of high body mass; the mass peaks for southward migration appeared to be absent. Contour-feather molts between nonbreeding and breeding plumages were delayed, and the period of wing molt was longer than in free-living birds. Under constant photoperiods, clear circannual phenotype cycles were maintained. The length of the period with elevated body mass tripled but was partly compensated by a shortening of the duration of wing molt (which never coincided with high body masses). Nevertheless, total cycle lengths were > 13 months. Perhaps most interestingly, under constant photoperiod, there was evidence that two components of what is normally considered an integrated phenotypic event, the prebasic molts of contour and wing feathers, were desynchronized. This suggests that the underlying organizational structure of traits is modular to some extent. Such modularity would increase the flexibility and versatility of the cyclic phenotype in evolutionary contexts.",JAN,2008,125,1,140,148,,10.1525/auk.2008.125.1.140,http://dx.doi.org/10.1525/auk.2008.125.1.140,,View Full Record in Web of Science
